GUID,Material Name,Categories,Material Notes,Descriptive Properties - Physical Properties,Descriptive Properties - Physical Properties (Comment),Descriptive Properties - Density,Descriptive Properties - Density (Comment),Descriptive Properties - Chemical Properties,Descriptive Properties - Chemical Properties (Comment),"Descriptive Properties - Acid Class, SR","Descriptive Properties - Acid Class, SR (Comment)","Descriptive Properties - Alkali Class, AR","Descriptive Properties - Alkali Class, AR (Comment)",Descriptive Properties - Mechanical Properties,Descriptive Properties - Mechanical Properties (Comment),Descriptive Properties - Modulus of Elasticity,Descriptive Properties - Modulus of Elasticity (Comment),Descriptive Properties - Poissons Ratio,Descriptive Properties - Poissons Ratio (Comment),Descriptive Properties - Shear Modulus,Descriptive Properties - Shear Modulus (Comment),Descriptive Properties - Electrical Properties,Descriptive Properties - Electrical Properties (Comment),Descriptive Properties - Volume Resistivity,Descriptive Properties - Volume Resistivity (Comment),Descriptive Properties - Dielectric Constant,Descriptive Properties - Dielectric Constant (Comment),Descriptive Properties - Dielectric Loss Index,Descriptive Properties - Dielectric Loss Index (Comment),Descriptive Properties - Thermal Properties,Descriptive Properties - Thermal Properties (Comment),"Descriptive Properties - CTE, linear","Descriptive Properties - CTE, linear (Comment)",Descriptive Properties - Thermal Conductivity,Descriptive Properties - Thermal Conductivity (Comment),"Descriptive Properties - Transformation Temperature, Tg","Descriptive Properties - Transformation Temperature, Tg (Comment)",Descriptive Properties - Softening Point,Descriptive Properties - Softening Point (Comment),Descriptive Properties - Working Point,Descriptive Properties - Working Point (Comment),Descriptive Properties - Annealing Point,Descriptive Properties - Annealing Point (Comment),Descriptive Properties - Optical Properties,Descriptive Properties - Optical Properties (Comment),Descriptive Properties - Refractive Index,Descriptive Properties - Refractive Index (Comment),Descriptive Properties - UV Transmittance,Descriptive Properties - UV Transmittance (Comment),Descriptive Properties - Hydrolytic Resistance,Descriptive Properties - Hydrolytic Resistance (Comment),Descriptive Properties - Stress-optical Coefficient K (10-6mm2N-1),Descriptive Properties - Stress-optical Coefficient K (10-6mm2N-1) (Comment),Descriptive Properties - tk100(°C),"Descriptive Properties - Maximum Service Temperature, Air","Descriptive Properties - Maximum Service Temperature, Air (Comment)",Descriptive Properties - Component Elements Properties,Descriptive Properties - Component Elements Properties (Comment),Descriptive Properties - CaO+MgO,Descriptive Properties - CaO+MgO (Comment),Descriptive Properties - Other,Descriptive Properties - Other (Comment),Descriptive Properties - SiO2,Descriptive Properties - SiO2 (Comment),Descriptive Properties - Classification Temperature (°C),Descriptive Properties - Color
20b54b4841134269b8b488be975d0696,Schott Glass 8347 Borosilicate Glass,Ceramic;Glass,"Borosilicate glass 3.3 acc. To ISO 3585, chemically and thermally highly resistant, highly UV-transmittingThe heavy metal content for the elements lead, cadmium, mercury, and hexavalent chromium is less than 100 ppmInformation provided by SCHOTT AG.",Metric,English,2.23g/cc@Temperature 25.0 °C,0.0806lb/in³@Temperature 77.0 °F,Metric,English,1,1,2,2,Metric,English,63.0GPa,9140ksi,0.20,0.20,26.3GPa,3810ksi,Metric,English,3.20e+6ohm-cm@Temperature 350 °C,3.20e+6ohm-cm@Temperature 662 °F,"4.6@Frequency 1e+6 Hz,Temperature 25.0 °C","4.6@Frequency 1e+6 Hz,Temperature 77.0 °F","0.0037@Frequency 1e+6 Hz,Temperature 25.0 °C","0.0037@Frequency 1e+6 Hz,Temperature 77.0 °F",Metric,English,3.30-°C@Temperature 20.0 - 300 °C,1.83-°F@Temperature 68.0 - 572 °F,1.20W/m-K@Temperature 90.0 °C,8.33BTU-in/hr-ft²-°F@Temperature 194 °F,525°C,977°F,825°C,1520°F,1260°C,2300°F,560°C,1040°F,Metric,English,1.473@Wavelength 587.6 nm,1.473@Wavelength 587.6 nm,"<= 70 %@Thickness 1.00 mm,Wavelength 254 nm","<= 70 %@Thickness 0.0394 in,Wavelength 254 nm",Class HGB 1,ISO 719,4,DIN 52314,250,,,,,,,,,,,,
55f65482f2b443f1aa6d495f09dad3cf,Morgan Advanced Ceramics Superwool® Plus Tank Car Blanket Thermal Ceramic,Ceramic;Oxide,"Superwool Plus Tank Car Blanket is produced from high quality Superwool Plus fibers. These fibers are air layered into a continuous mat and mechanically needled for added tensile strength and surface integrity. Superwool Plus incorporates advanced fiberization technology to reduce non-fibrous “shot”, and this increased fiber content improves the thermal efficiency, strength, vibration resistance, and handling characteristics versus more traditional RCF fibers.Information provided by Morgan Advanced Materials",,,,,,,,,,,,,,,,,,,,,,,,,,,Metric,English,,,0.0700W/m-K@Temperature 260 °C,0.486BTU-in/hr-ft²-°F@Temperature 500 °F,,,,,,,,,,,,,,,,,,,,1000°C,1830°F,Metric,English,29 - 39 %,29 - 39 %,<= 1.0 %,<= 1.0 %,62 - 68 %,62 - 68 %,1200,white
129f6c5f72db498eaee987ef6870c52d,Hafnium,Metal;Nonferrous Metal;Pure Element,"Tensile and/or hardness values are for plate; other property values are typical of the element.  Three entries for pure Hf are in MatWeb.Characteristics:Contains approximately 250 ppm Dioxide which improves ductilityHigh Neutron absorptionForms a stable, dense, self-healing oxide layerHigh corrosion resistanceAllotropic transformation at 1760°CApplications:SuperalloysAlloying with Aluminium, Copper, Magnesium or TitaniumNuclear systems - control rods",Metric,English,13.31g/cc,0.4809lb/in³,Metric,English,178.49,178.49,72,72,113barns/atom,113barns/atom,0.18981Å,0.18981Å,1.3,1.3,0.780Å,0.780Å,Metric,English,450MPa,65300psi,"125MPa@Strain 0.02 %,Temperature 315 °C","18100psi@Strain 0.02 %,Temperature 599 °F",25 %,25 %,Metric,English,0.0000355ohm-cm,0.0000355ohm-cm,4.2e-7,4.2e-7,12.7,12.7,0.128K,0.128K,Metric,English,5.90-°C@Temperature 20.0 °C,3.28-°F@Temperature 68.0 °F,0.144J/g-°C,0.0344BTU/lb-°F,22.0W/m-K,153BTU-in/hr-ft²-°F,2207-2247°C,4005-4077°F,3100°C,5610°F,Metric,English,100 %,100 %,hcp,< 1760°C,178.5,bcc,> 1760°C,7440-58-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02f0b7eab716450e8e250dcda0be107b,Chosun Refractories HSC-18RA Dense and High-Strength Castable,Ceramic;Oxide;Aluminum Oxide,Information provided by Chosun Refractories via Korea Institute of Ceramic Engineering and Technology (KICET).,,,,,,,,,,,,,,,,,,,Metric,English,,,,,,,,,,,,,,,,,Metric,English,,,,,,,,,,,Metric,English,,,,,,,,,"0.01962GPa@Temperature 110 °C,Time 86400 sec","2.846ksi@Temperature 230 °F,Time 24.0 hour","98.1MPa@Treatment Temp. 110 °C,Time 86400 sec","14200psi@Treatment Temp. 230 °F,Time 24.0 hour",1800°C,3270°F,"-0.300 %@Temperature 1500 °C,Time 10800 sec","-0.300 %@Temperature 2730 °F,Time 3.00 hour",Metric,English,120-600min,2.00-10.0hour,90 %,90 %,Vibrating,"3,200",4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a2e1c6f9256490c8d1f175d306a4265,MarkeTech CWO (Cadmium tungstate,Ceramic;Oxide,"Cadmium tungstate CdWO4 (CWO), due to its low intrinsic background and afterglow together with sufficiently high light yield, is the most promising for spectrometry and radiometry of radio nuclides under extremely low activities, and also for computer tomography. Technology of its production is also well developed.Data provided by MarkeTech International.  MarkeTech International is no longer in business.",Metric,English,7.90g/cc,0.285lb/in³,,,,,,,,,,,,,,,Metric,English,,,,,,,,,,,,,,,,,Metric,English,10.2-°C,5.67-°F,,,,,1325°C,2417°F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0 - 4.5,4.0 - 4.5,Monoclinic,No,0.1 percent,at 6 ms,5000 n/s,35-40,NaI:Tl = 100,28,300K; 103pH/MeV,1.06 cm,490 nm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89e07f08e9864c2b85a84449326b07b1,AISI 1137 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,"Medium strength and good machinability. Applications include spline shafts, and studs, bolts, and nuts with machined threads.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fcd4be491b0343de8cb2dfdbd9986e4d,AISI 4320H Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74e549ab320f4c1abc741af16283986b,Advanced Ceramics ACL 1091 (C-799) Alumina,Ceramic;Oxide;Aluminum Oxide,Information provided by Advanced Ceramics Limited (ACL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35d83b4453ed448a801549422dac6b7e,Mateck Gallium Arsenide (GaAs),Ceramic;Phosphide/Pnictide;Other Engineering Material;Semiconductor,Optical crystals,Metric,English,5.316g/cc@Temperature 20.0 °C,0.1921lb/in³@Temperature 68.0 °F,,,,,,,,,,,,,,,Metric,English,,,,,,,,,,,,,,,,,Metric,English,5.39-°C@Temperature 0.000 - 30.0 °C,2.99-°F@Temperature 32.0 - 86.0 °F,0.350J/g-°C,0.0837BTU/lb-°F,46.05W/m-K@Temperature 25.0 °C,319.6BTU-in/hr-ft²-°F@Temperature 77.0 °F,1238°C,2260°F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,4.5,,,,,,,,,,,,0.00ppm,0.00ppm,5.653Å,5.653Å,144.64g/mol,144.64g/mol,6900,6900,85.0GPa,12300ksi,0.31,0.31,32.4GPa,4700ksi,Metric,English,3.34,3.34,1.0 %@Wavelength 900 nm,1.0 %@Wavelength 900 nm,0.26,at 8.0 microns,cubic,43m F43m,1 - 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb4353ed325b44b0aa2cda5e7061889f,Aremco Ceramabind™ 642-A High Temperature Inorganic Binder,Ceramic,"A basic solution which is highly compatible with most ceramic and metal powders. Good wettability and tack, and excellent acid resistance after curing. Extremely moisture resistant after a high temperature cure. Sets up in thick cross-sections when properly formulated.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a6f0b7564cf4682a0699d6f8e7cb017,H.C. Starck Grade M11 h.p. Silicon Nitride,Ceramic;Nitride,"Higher purity, >99.995%Ceramic cutting toolsHeavy duty components in automotive enginesHigh performance parts for mechanical engineeringBearing components, like high precision ballsSiAlONsMetallurgy (thermocouple protection tubes, stalk tubes, crucibles)Chemical engineering, e.g. heat exchangersFunctional parts in textile machineryReleasing agent in Silicon ingot production",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c72ecf8f2e9a428eafb3fc17d4eeebdb,BNZ Materials Marinite® A Ceramic Board for Aluminum Contact,Ceramic;Oxide,"These boards are heat treated formulations for use in conveying, containing and forming molten aluminum and other non-ferrous metals. Applications include holding furnace linings, tips for continuous casters, transition plates, rings, plugs, baffles, troughs, spouts, floats and filter boxes.Information provided by BNZ Materials Inc.",Metric,English,1.04g/cc,0.0376lb/in³,,,,,,,,,,,,,,,Metric,English,,,,,,,,,,,,,,,,,Metric,English,,,,,0.280W/m-K@Temperature 427 °C,1.94BTU-in/hr-ft²-°F@Temperature 801 °F,,,,,Metric,English,,,,,,,,,0.00960GPa,1.39ksi,20.7MPa,3000psi,,,"0.10 %@Temperature 732 °C,Time 86400 sec","0.10 %@Temperature 1350 °F,Time 24.0 hour",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5MPa@Strain 5.0 %,2400psi@Strain 5.0 %,2.5 %,2.5 %,4.5 %@Temperature 732 °C,4.5 %@Temperature 1350 °F,109 kg,"at 7/8"" penetration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698401a190d4905bbb5dc58fe49eaa1,Schott K10 Glass,Ceramic;Glass,"Information Provided by SCHOTT North America, Inc.",Metric,English,2.52g/cc,0.0910lb/in³,Metric,English,,,,,,,,,,,,,Metric,English,,,,,,,,,,,,,,,,,Metric,English,6.50-°C@Temperature -30.0 - 70.0 °C,3.61-°F@Temperature -22.0 - 158 °F,0.770J/g-°C,0.184BTU/lb-°F,1.12W/m-K,7.77BTU-in/hr-ft²-°F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0GPa,9430ksi,0.19,0.19,27.0GPa,3920ksi,Metric,English,1.50137@Wavelength 587.6 nm,1.50137@Wavelength 587.6 nm,"77 %@Thickness 10.0 mm,Wavelength 2500 nm","77 %@Thickness 0.394 in,Wavelength 2500 nm",,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.00,0.00,470,470,459°C,858°F,691°C,1280°F,453°C,847°F,56.15,56.15,0.008888,0.008888,"98.9 %@Thickness 10.0 mm,Wavelength 380 nm","98.9 %@Thickness 0.394 in,Wavelength 380 nm","14 %@Thickness 10.0 mm,Wavelength 300 nm","14 %@Thickness 0.394 in,Wavelength 300 nm",1,3.12,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
