Material Name,Categories,Density,Chemical Properties,Mechanical Properties,Modulus of Elasticity,Poissons Ratio,Shear Modulus,Electrical Properties,Volume Resistivity,Dielectric Constant,Dielectric Loss Index,Thermal Properties,"CTE, linear",Thermal Conductivity,"Transformation Temperature, Tg",Softening Point,Working Point,Annealing Point,Optical Properties,Refractive Index,UV Transmittance,Hydrolytic Resistance,Stress-optical Coefficient K (10-6mm2N-1),tk100(°C),"Maximum Service Temperature, Air",CaO+MgO,SiO2,Classification Temperature (°C),CategoryList
Schott Glass 8347 Borosilicate Glass,Ceramic;Glass,2.23,137.56643722030984,804.2291818725532,63.0,0.2,26.3,442819591987.16125,3200000.0,52139478858.72964,295.7408453173375,178723.99487959934,3.3,1.2,525.0,825.0,1260.0,560.0,58035714461.13636,1.473,227.04315435575046,1.0,4.0,250.0,5121165644727.556,10325.090350723212,7033928571738.007,6549216794243.015,"['Ceramic', 'Glass']"
Morgan Advanced Ceramics Superwool® Plus Tank Car Blanket Thermal Ceramic,Ceramic;Oxide,52.56492174799874,159.71131046828827,676.2442524865884,68556631.2531715,75061636313.20595,1469081.6628467666,466526512335.5545,963393435379.7284,81956244839.75427,183.5738495147059,276792.44811655633,8156752873871.653,0.07,108315910714.32613,1758447018000.9456,528169015631.21985,20932620639.68686,90863997305.01517,7015189410217.756,195.59041880019493,884515924261.2141,5912905715455.2705,5589539357324.477,1000.0,5175.057843881458,8037133699959.662,1200.0,"['Ceramic', 'Oxide']"
Hafnium,Metal;Nonferrous Metal;Pure Element,13.31,28.074520856470592,113.0,0.18981,1.3,0.78,5.423505678571429,450.0,19.674742857142856,25.0,57.66130483516484,3.55e-05,4.2e-07,12.7,0.128,69.16510523529412,5.9,0.144,22.0,11.201272727272727,3100.0,736.1070630286191,100.0,100.0,164.14985286600907,271.8212178564538,298.86811538586034,"['Metal', 'Nonferrous Metal', 'Pure Element']"
Chosun Refractories HSC-18RA Dense and High-Strength Castable,Ceramic;Oxide;Aluminum Oxide,61.0299829240366,156.02812344889796,646.2175166822532,84300672.62278198,70465998308.04787,1639845.5798075837,403857845379.50385,910192505337.0527,77491926811.62698,168.28130471176473,349572.93188266206,7717068965799.736,99296301185.54095,102361259923.95715,2228550810036.728,422535212906.06244,27218556983.980663,85822511012.22964,6643079363249.735,190.39371573334913,746418859024.9802,4752738972698.96,4489199053577.38,4469459988851.931,4215.807298410132,24.0,24.0,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
MarkeTech CWO (Cadmium tungstate,Ceramic;Oxide,7.9,159.71131046828827,676.2442524865884,68556631.2531715,75061636313.20595,1469081.6628467666,466526512335.5545,963393435379.7284,81956244839.75427,183.5738495147059,276792.44811655633,8156752873871.653,101804051349.55067,108315910714.32613,1758447018000.9456,528169015631.21985,10.2,90863997305.01517,7015189410217.756,1325.0,884515924261.2141,5912905715455.2705,5589539357324.477,5431605205408.259,5175.057843881458,8037133699959.662,10425789549169.682,"['Ceramic', 'Oxide']"
AISI 1137 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,25.91293125,27.84980086666667,45.92371473684211,62.45598733333335,541.426177,17.087954375000002,4.922917142857143,274.46082631578946,19.674742857142856,61.050833333333344,56.00563076923077,67.51114539285716,248.59384574428572,358.05769642857143,58.74053333333333,69.16510523529412,69.74524691428572,93.78469899333332,83.24011843832001,11.201272727272727,270.5067954453333,367.62651462603174,192.0841875,362.26076923076926,540.065304957238,746.2842951330356,1297.8243749429105,"['Metal', 'Ferrous Metal', 'Carbon Steel', 'AISI 1000 Series Steel', 'Medium Carbon Steel']"
AISI 4320H Steel,Metal;Ferrous Metal;Alloy Steel;AISI 4000 Series Steel;Low Alloy Steel;Carbon Steel;Low Carbon Steel,25.91293125,27.84980086666667,45.92371473684211,62.45598733333335,541.426177,17.087954375000002,4.922917142857143,274.46082631578946,19.674742857142856,61.050833333333344,56.00563076923077,67.51114539285716,248.59384574428572,358.05769642857143,58.74053333333333,69.16510523529412,69.74524691428572,93.78469899333332,83.24011843832001,11.201272727272727,270.5067954453333,459.134507705345,192.0841875,362.26076923076926,594.3883004347297,524.7013327808116,837.3324605741801,"['Metal', 'Ferrous Metal', 'Alloy Steel', 'AISI 4000 Series Steel', 'Low Alloy Steel', 'Carbon Steel', 'Low Carbon Steel']"
Advanced Ceramics ACL 1091 (C-799) Alumina,Ceramic;Oxide;Aluminum Oxide,61.0299829240366,156.02812344889796,646.2175166822532,84300672.62278198,70465998308.04787,1639845.5798075837,403857845379.50385,910192505337.0527,77491926811.62698,168.28130471176473,349572.93188266206,7717068965799.736,99296301185.54095,102361259923.95715,2228550810036.728,422535212906.06244,27218556983.980663,85822511012.22964,6643079363249.735,190.39371573334913,746418859024.9802,4752738972698.96,4489199053577.38,4469459988851.931,4215.807298410132,7768489011291.655,9891468113977.348,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
Mateck Gallium Arsenide (GaAs),Ceramic;Phosphide/Pnictide;Other Engineering Material;Semiconductor,5.316,114.50342158159914,606.7473468044077,42503107.58204038,47534498356.685074,1068020.2152578272,429400816519.5535,695776299463.0574,120078261948.75658,165.4606312217195,173293.58895421107,5020689655435.421,193486096059.23843,165518867768.83353,1122384287711.935,512163893690.81903,5.39,0.35,46.05,1238.0,1012440798331.4163,5818427301604.141,12744844061679.092,11543900885174.893,4911.614118765094,11936940837237.746,7263850951731.74,"['Ceramic', 'Phosphide/Pnictide', 'Other Engineering Material', 'Semiconductor']"
Aremco Ceramabind™ 642-A High Temperature Inorganic Binder,Ceramic,44.69403065022422,147.67946867469882,715.380579338843,58441751.03541965,65359935090.12174,1468491.3542295124,590426122632.758,826692411748.6007,69519305006.9414,215.6552323529412,238267.1215808333,6903448276201.1875,85487826480.62068,92171776502.37819,1543278395576.3176,704225353715.4303,17032967588.783735,77380952579.94206,5917159763415.495,209.4985506842105,1050000834107.3104,7809161068842.147,7394160584375.095,6828220859572.754,6739.624936380951,9378571428912.5,8731599403719.894,['Ceramic']
H.C. Starck Grade M11 h.p. Silicon Nitride,Ceramic;Nitride,34.33474173766817,110.79293483935746,586.5354345041322,43831522.02656474,49019951568.104805,1101396.7790054677,442819591974.63104,620019308813.9506,52139478756.26418,162.5539242647059,178733.1820189583,5177586207281.631,64115869877.65468,69128832537.05864,1157458796868.2383,8861502357120.74,12774725731.808302,58035714562.45517,66937869822646.0,209.28927015601502,9120833958913.941,41928299373075.32,68045620438283.51,36371165644693.21,5055.22536895238,48700595238829.18,6548709552791.107,"['Ceramic', 'Nitride']"
BNZ Materials Marinite® A Ceramic Board for Aluminum Contact,Ceramic;Oxide,1.04,159.71131046828827,676.2442524865884,68556631.2531715,75061636313.20595,1469081.6628467666,466526512335.5545,963393435379.7284,81956244839.75427,183.5738495147059,276792.44811655633,8156752873871.653,101804051349.55067,108315910714.32613,1758447018000.9456,528169015631.21985,20932620639.68686,90863997305.01517,0.28,195.59041880019493,884515924261.2141,5912905715455.2705,5589539357324.477,5431605205408.259,5175.057843881458,8037133699959.662,10425789549169.682,"['Ceramic', 'Oxide']"
Schott K10 Glass,Ceramic;Glass,2.52,137.56643722030984,804.2291818725532,43831360.33297383,49019951488.29984,1101375.3202811016,442819591987.16125,1362004861760.698,52139478858.72964,295.7408453173375,178723.99487959934,5177586207293.966,64232149057.4326,69128832459.13899,1157458796764.8506,528169015325.222,6.5,0.77,1.12,227.04315435575046,787500625599.438,5856870801644.524,5545620438416.331,5121165644727.556,10325.090350723212,7033928571738.007,6549216794243.015,"['Ceramic', 'Glass']"
Mo-Sci Corporation GL-0186 Borosilicate Glass Spheres,Ceramic;Glass;Oxide;Silicon Oxide,37.995595360587764,137.42947406951956,778.7877090976752,44355826.95596598,48747530918.86514,979324.6766533444,327537622950.7551,1467338595437.778,77053312105.95001,275.09424266488844,179419.18490379953,5270727969721.577,100537902070.62814,104724722675.63235,1143608862439.3066,375586855553.1497,13435126782.402657,87667147827.90628,4530388987268.764,211.99126500107783,708038233806.357,4240385225862.2935,4000309068637.14,3839384322990.5796,9293.687851670902,5574628656651.127,10188719404274.418,"['Ceramic', 'Glass', 'Oxide', 'Silicon Oxide']"
BNZ Materials BNZP-23B Insulating Firebrick (French Grade),Ceramic;Oxide;Aluminum Oxide,0.7,156.02812344889796,646.2175166822532,84300672.62278198,70465998308.04787,1639845.5798075837,403857845379.50385,910192505337.0527,77491926811.62698,168.28130471176473,349572.93188266206,7717068965799.736,99296301185.54095,102361259923.95715,2228550810036.728,422535212906.06244,7.5,85822511012.22964,0.18,190.39371573334913,746418859024.9802,4752738972698.96,4489199053577.38,4469459988851.931,4215.807298410132,7768489011291.655,9891468113977.348,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
Morgan Advanced Ceramics Vibrotek 80 Thermal Ceramic,Ceramic;Oxide,52.56492174799874,159.71131046828827,676.2442524865884,68556631.2531715,75061636313.20595,1469081.6628467666,466526512335.5545,963393435379.7284,81956244839.75427,183.5738495147059,276792.44811655633,8156752873871.653,101804051349.55067,108315910714.32613,1758447018000.9456,528169015631.21985,20932620639.68686,90863997305.01517,1.9,195.59041880019493,884515924261.2141,5912905715455.2705,5589539357324.477,5431605205408.259,5175.057843881458,8037133699959.662,10425789549169.682,"['Ceramic', 'Oxide']"
H.C. Starck Grade AT Yttrium Oxide,Ceramic;Oxide,52.56492174799874,159.71131046828827,676.2442524865884,68556631.2531715,75061636313.20595,1469081.6628467666,466526512335.5545,963393435379.7284,81956244839.75427,183.5738495147059,276792.44811655633,8156752873871.653,101804051349.55067,108315910714.32613,1758447018000.9456,528169015631.21985,20932620639.68686,90863997305.01517,7015189410217.756,195.59041880019493,884515924261.2141,5912905715455.2705,5589539357324.477,5431605205408.259,5175.057843881458,8037133699959.662,10425789549169.682,"['Ceramic', 'Oxide']"
H.C. Starck Grade B7 Silicon Nitride,Ceramic;Nitride,34.33474173766817,110.79293483935746,586.5354345041322,43831522.02656474,49019951568.104805,1101396.7790054677,442819591974.63104,620019308813.9506,52139478756.26418,162.5539242647059,178733.1820189583,5177586207281.631,64115869877.65468,69128832537.05864,1157458796868.2383,8861502357120.74,12774725731.808302,58035714562.45517,66937869822646.0,209.28927015601502,9120833958913.941,41928299373075.32,68045620438283.51,36371165644693.21,5055.22536895238,48700595238829.18,6548709552791.107,"['Ceramic', 'Nitride']"
Nabaltec GRANALOX® NM 9622 FS Alumina Cermaic Body,Ceramic;Oxide;Aluminum Oxide;Other Engineering Material;Additive/Filler for Polymer,3.79,141.47098802626695,591.0725170384974,80931867.04875079,60615919124.37491,1547190.156342892,356503035785.491,837394274632.5294,106304710670.91649,153.10783228189143,338950.0045346139,6638338895324.934,157873834164.03864,147681359590.27466,2167096570840.5898,363471151042.9752,26514587758.098145,125145464029.30719,8940283323241.797,193.7619119275484,776960950462.5774,4169971725850.616,6494931737348.909,6194927179548.647,3642.4568814363697,8917338217628.78,8648974312124.024,"['Ceramic', 'Oxide', 'Aluminum Oxide', 'Other Engineering Material', 'Additive/Filler for Polymer']"
AISI 1141 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,25.91293125,27.84980086666667,45.92371473684211,62.45598733333335,541.426177,17.087954375000002,4.922917142857143,274.46082631578946,19.674742857142856,61.050833333333344,56.00563076923077,67.51114539285716,248.59384574428572,358.05769642857143,58.74053333333333,69.16510523529412,69.74524691428572,93.78469899333332,83.24011843832001,11.201272727272727,270.5067954453333,367.62651462603174,192.0841875,362.26076923076926,540.065304957238,746.2842951330356,1297.8243749429105,"['Metal', 'Ferrous Metal', 'Carbon Steel', 'AISI 1000 Series Steel', 'Medium Carbon Steel']"
Mid-Mountain Materials THERMOSEAL® FIBERPAK® M22 Moldable,Ceramic;Other Engineering Material;Ceramic/Metallic Coating,0.336,109.65546440481928,527.4126726033057,35065057.79911483,39215961274.673996,881137.2976377073,354255673679.26984,652015447064.342,156417474214.0083,142.34490210407242,142974.30493594825,4142068965824.5586,297732625119.68994,217803065925.79013,925967037428.4645,422535212361.6191,11355311835.922382,196428571617.23874,118550295858080.56,230.03038596608187,1156140907536.0015,4914908406137.113,66592496350966.39,114950503944614.92,4101.261332333834,30735476190808.57,5656816785370.409,"['Ceramic', 'Other Engineering Material', 'Ceramic/Metallic Coating']"
Crystex Composites Mykroy/Mycalex MM 451 Molding Grade Glass-bonded Mica Composite,Ceramic;Glass;Glass Ceramic,2.5,121.02688406196214,791.750844445411,35065112.36227603,39215961301.43779,881105.5280684683,393617415105.2957,6386898110588.258,41711583129.028145,291.6276946749226,142988.73444126922,4142068965893.6626,51432230925.35791,55303066015.27844,925967037445.0125,422535212297.2873,10.1,51587301754.8678,0.64,218.00222002163738,630000500487.1565,4685496641324.988,4436496350787.073,4096932515801.243,11520.245488837301,6252380952679.844,5239580331976.369,"['Ceramic', 'Glass', 'Glass Ceramic']"
Unifrax Excelfrax® 1800 Board Microporous Insulation,Ceramic;Oxide;Silicon Oxide,0.231,153.29806381138812,652.6789791822532,64735442.127253205,70465983085.38556,1322363.1156296192,382703978023.827,985842176715.4623,113602813425.71829,163.84421394253397,260674.34990154617,7717068965801.513,148598513690.3048,154327559916.2213,1647152902938.9998,422535212662.6586,20009254499.6418,0.8,0.019,179.60300353144135,890863303330.0378,4821159590533.812,4539199053481.9375,4517608136786.012,4208.147809368465,6887510750418.492,15086767637894.598,"['Ceramic', 'Oxide', 'Silicon Oxide']"
Morgan Advanced Ceramics Kao-Tex™ Textile 2000 Rope Square Braided Thermal Ceramic,Ceramic;Oxide,52.56492174799874,159.71131046828827,676.2442524865884,68556631.2531715,75061636313.20595,1469081.6628467666,466526512335.5545,963393435379.7284,81956244839.75427,183.5738495147059,276792.44811655633,8156752873871.653,101804051349.55067,108315910714.32613,1758447018000.9456,528169015631.21985,20932620639.68686,90863997305.01517,7015189410217.756,195.59041880019493,884515924261.2141,5912905715455.2705,5589539357324.477,5431605205408.259,5175.057843881458,8037133699959.662,10425789549169.682,"['Ceramic', 'Oxide']"
Morgan Advanced Ceramics Z-Blok 3 Modules Kaowool SZr/Cerachem Blanket,Ceramic;Oxide,52.56492174799874,159.71131046828827,676.2442524865884,68556631.2531715,75061636313.20595,1469081.6628467666,466526512335.5545,963393435379.7284,81956244839.75427,183.5738495147059,276792.44811655633,8156752873871.653,101804051349.55067,108315910714.32613,1758447018000.9456,528169015631.21985,20932620639.68686,1.13,0.11,195.59041880019493,884515924261.2141,5912905715455.2705,5589539357324.477,5431605205408.259,5175.057843881458,8037133699959.662,10425789549169.682,"['Ceramic', 'Oxide']"
Carborundum CarboTherm™ CTF10 Boron Nitride Powder,Ceramic;Nitride;Other Engineering Material;Additive/Filler for Polymer,25.10139064926781,86.07385775887319,463.7318478696051,31169161.18616119,34858632394.24704,783253.0593417302,314893932138.0649,551505794215.7573,119009739720.93967,121.85954226100696,127120.39831920777,3681839080795.098,192870195963.59195,172360895356.2239,823081811192.3713,9264475753359.844,9084249491.697918,147330447577.28836,76489151873933.5,212.86381721638068,9727641770752.312,42809703830610.87,76052279584629.88,41832193982464.82,3603.426886827735,53231534392276.49,4946577967890.949,"['Ceramic', 'Nitride', 'Other Engineering Material', 'Additive/Filler for Polymer']"
Chosun Refractories SM-2 Special Mortar,Ceramic;Oxide;Silicon Oxide,52.03055108163571,153.29806381138812,652.6789791822532,64735442.127253205,70465983085.38556,1322363.1156296192,382703978023.827,985842176715.4623,113602813425.71829,163.84421394253397,260674.34990154617,7717068965801.513,148598513690.3048,154327559916.2213,1647152902938.9998,422535212662.6586,20009254499.6418,129155844332.00673,6643079363252.926,179.60300353144135,890863303330.0378,4821159590533.812,4539199053481.9375,4517608136786.012,4208.147809368465,6887510750418.492,15086767637894.598,"['Ceramic', 'Oxide', 'Silicon Oxide']"
H.C. Starck Amperit® 547.002 Tungsten Carbide-Nickel 88-12 (WC-Ni),Ceramic;Carbide,34.55626664151432,125.1887681726908,1008.7854345041322,43831338.83073141,49019951468.26631,1143117.182338801,442819592091.35187,620019308855.2068,52139478886.213554,272.8753528361345,178709.44118562498,5177586207296.3125,64115869912.35301,69128832382.34615,1157458796762.497,528169015297.86285,12774725692.257805,58035714522.66071,4437869822619.374,196.6034963464912,787500626675.0533,5856870801713.248,5545620438287.815,5121165644697.74,5063.729433535714,7033928571841.434,6548700177790.385,"['Ceramic', 'Carbide']"
Malvern Minerals Novakup® 325 Surface-Treated Lamellar Quartz Filler/Extender,Ceramic;Oxide;Silicon Oxide;Other Engineering Material;Additive/Filler for Polymer,45.96453330437318,137.94833042948005,599.4098880062393,55686408.34484269,60615899482.23,1137535.3638551957,329207723068.4887,935006753830.4773,152899403076.19556,147.38255386998077,224242.15681704503,6638338895327.225,221489592234.70166,214734649902.87357,1416905722972.5535,363471150728.9058,17212261971.85445,0.803,8940283323245.914,179.83841231218352,963340878598.1355,4258256394024.618,6559447866258.017,6257053822044.234,3632.573669769703,7780592074566.632,15352586601049.506,"['Ceramic', 'Oxide', 'Silicon Oxide', 'Other Engineering Material', 'Additive/Filler for Polymer']"
BNZ Materials PA 23 Insulating Firebrick,Ceramic;Oxide;Silicon Oxide,52.03055108163571,153.29806381138812,652.6789791822532,64735442.127253205,70465983085.38556,1322363.1156296192,382703978023.827,985842176715.4623,113602813425.71829,163.84421394253397,260674.34990154617,7717068965801.513,148598513690.3048,154327559916.2213,1647152902938.9998,422535212662.6586,20009254499.6418,129155844332.00673,6643079363252.926,179.60300353144135,890863303330.0378,4821159590533.812,4539199053481.9375,4517608136786.012,4208.147809368465,6887510750418.492,15086767637894.598,"['Ceramic', 'Oxide', 'Silicon Oxide']"
Materion Thermalox® 995 General Purpose 99.5% BeO,Ceramic;Oxide,2.85,159.71131046828827,676.2442524865884,68556631.2531715,75061636313.20595,1469081.6628467666,466526512335.5545,152.0,81956244839.75427,183.5738495147059,276792.44811655633,1000000000000000.0,101804051349.55067,108315910714.32613,1758447018000.9456,528169015631.21985,9.0,1.05,285.0,195.59041880019493,884515924261.2141,5912905715455.2705,5589539357324.477,5431605205408.259,5175.057843881458,8037133699959.662,10425789549169.682,"['Ceramic', 'Oxide']"
Aremco Aremcolox™ 502-1830 Boron Nitride - Zirconia Composite,Ceramic;Ceramic Matrix Composite;Nitride,28.126105890134532,126.60144934021804,641.7547822904368,50093048.74464542,56022801648.96921,881163.4658710407,506079533685.257,708593495785.9435,59587975720.84013,185.31162773109244,142974.2732818333,4142068965774.448,73275279850.35439,55303065965.92691,1322810053457.415,5365526498518.465,3.6,46428571624.458084,30.0,209.37896181095596,5661905476853.957,20614068069882.797,29436496350652.664,16596932515776.021,5777.110897850339,22293809524235.39,7484233774617.7295,"['Ceramic', 'Ceramic Matrix Composite', 'Nitride']"
Morgan Advanced Ceramics Sintox™ FA Mac-A95OR-1 Technical Ceramic,Ceramic,3.7,147.67946867469882,715.380579338843,58441751.03541965,65359935090.12174,1468491.3542295124,590426122632.758,826692411748.6007,69519305006.9414,215.6552323529412,238267.1215808333,6903448276201.1875,85487826480.62068,92171776502.37819,1543278395576.3176,704225353715.4303,7.5,77380952579.94206,21.0,209.4985506842105,1050000834107.3104,7809161068842.147,7394160584375.095,6828220859572.754,6739.624936380951,9378571428912.5,8731599403719.894,['Ceramic']
CoorsTek Cercom® PAD SIC-N Pressure Assisted Densification Silicon Carbide,Ceramic;Carbide,34.55626664151432,125.1887681726908,1008.7854345041322,43831338.83073141,49019951468.26631,1143117.182338801,442819592091.35187,620019308855.2068,52139478886.213554,272.8753528361345,178709.44118562498,5177586207296.3125,64115869912.35301,69128832382.34615,1157458796762.497,528169015297.86285,12774725692.257805,58035714522.66071,4437869822619.374,196.6034963464912,787500626675.0533,5856870801713.248,5545620438287.815,5121165644697.74,5063.729433535714,7033928571841.434,6548700177790.385,"['Ceramic', 'Carbide']"
Schott BG7 Band Pass Filter,Ceramic;Glass;Optical;Filter,26.886264029325933,108.65240805507747,964.0549692848098,31169056.796912026,34858632236.95732,783206.4693842162,314893932093.33203,1336705683555.922,39725317265.915726,277.2740425475453,136209.70742093667,3944827586602.1313,48983077157.724754,52669586713.26487,881873369070.0978,402414487884.70795,9733124548.228745,44217687237.23042,3155818540539.0337,246.14512466367768,600000476668.9095,4164885903410.976,3943552311981.043,3641717791841.4775,16718.206039554687,5001904762186.355,4657404739661.766,"['Ceramic', 'Glass', 'Optical', 'Filter']"
Schott N-LAF33 Glass,Ceramic;Glass,4.36,137.56643722030984,804.2291818725532,43831360.33297383,49019951488.29984,1101375.3202811016,442819591987.16125,1362004861760.698,52139478858.72964,295.7408453173375,178723.99487959934,5177586207293.966,64232149057.4326,69128832459.13899,1157458796764.8506,528169015325.222,5.6,0.57,0.8,227.04315435575046,787500625599.438,5856870801644.524,5545620438416.331,5121165644727.556,10325.090350723212,7033928571738.007,6549216794243.015,"['Ceramic', 'Glass']"
Morgan Advanced Ceramics Higun MS4 Thermal Ceramic,Ceramic;Oxide,52.56492174799874,159.71131046828827,676.2442524865884,68556631.2531715,75061636313.20595,1469081.6628467666,466526512335.5545,963393435379.7284,81956244839.75427,183.5738495147059,276792.44811655633,8156752873871.653,101804051349.55067,108315910714.32613,1758447018000.9456,528169015631.21985,20932620639.68686,90863997305.01517,1.75,195.59041880019493,884515924261.2141,5912905715455.2705,5589539357324.477,5431605205408.259,5175.057843881458,8037133699959.662,10425789549169.682,"['Ceramic', 'Oxide']"
Chosun Refractories CTC-85TD Monolithic Refractories for Ladle and Tundish,Ceramic;Oxide;Aluminum Oxide,61.0299829240366,156.02812344889796,646.2175166822532,84300672.62278198,70465998308.04787,1639845.5798075837,403857845379.50385,910192505337.0527,77491926811.62698,168.28130471176473,349572.93188266206,7717068965799.736,99296301185.54095,102361259923.95715,2228550810036.728,422535212906.06244,27218556983.980663,85822511012.22964,6643079363249.735,190.39371573334913,746418859024.9802,4752738972698.96,4489199053577.38,4469459988851.931,4215.807298410132,24.0,24.0,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
AISI 1040 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;Medium Carbon Steel,25.91293125,27.84980086666667,45.92371473684211,62.45598733333335,541.426177,17.087954375000002,4.922917142857143,274.46082631578946,19.674742857142856,61.050833333333344,56.00563076923077,67.51114539285716,248.59384574428572,358.05769642857143,58.74053333333333,69.16510523529412,69.74524691428572,93.78469899333332,83.24011843832001,11.201272727272727,270.5067954453333,367.62651462603174,192.0841875,362.26076923076926,540.065304957238,746.2842951330356,1297.8243749429105,"['Metal', 'Ferrous Metal', 'Carbon Steel', 'AISI 1000 Series Steel', 'Medium Carbon Steel']"
Schott N-LASF41 Glass,Ceramic;Glass,4.85,137.56643722030984,804.2291818725532,43831360.33297383,49019951488.29984,1101375.3202811016,442819591987.16125,1362004861760.698,52139478858.72964,295.7408453173375,178723.99487959934,5177586207293.966,64232149057.4326,69128832459.13899,1157458796764.8506,528169015325.222,6.2,0.49,0.79,227.04315435575046,787500625599.438,5856870801644.524,5545620438416.331,5121165644727.556,10325.090350723212,7033928571738.007,6549216794243.015,"['Ceramic', 'Glass']"
Nabaltec NABALOX® NO 313 Polishing Alumina,Ceramic;Oxide;Aluminum Oxide,61.0299829240366,156.02812344889796,646.2175166822532,84300672.62278198,70465998308.04787,1639845.5798075837,403857845379.50385,910192505337.0527,77491926811.62698,168.28130471176473,349572.93188266206,7717068965799.736,99296301185.54095,102361259923.95715,2228550810036.728,422535212906.06244,27218556983.980663,85822511012.22964,6643079363249.735,190.39371573334913,746418859024.9802,4752738972698.96,4489199053577.38,4469459988851.931,4215.807298410132,7768489011291.655,9891468113977.348,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
Chosun Refractories MIX-1(1:4) Light-Weight Gunning Castable,Ceramic,44.69403065022422,147.67946867469882,715.380579338843,58441751.03541965,65359935090.12174,1468491.3542295124,590426122632.758,826692411748.6007,69519305006.9414,215.6552323529412,238267.1215808333,6903448276201.1875,85487826480.62068,92171776502.37819,1543278395576.3176,704225353715.4303,17032967588.783735,77380952579.94206,5917159763415.495,209.4985506842105,1050000834107.3104,7809161068842.147,7394160584375.095,6828220859572.754,6739.624936380951,9378571428912.5,8731599403719.894,['Ceramic']
Imerys TIMREX® SFG15 Primary Synthetic Graphite,Carbon;Graphite;Other Engineering Material;Additive/Filler for Polymer,109.65220183871342,93.59782367204969,312.8831579365079,25.546648487159924,108.39705006105005,110.08192154589372,89.34422670131599,110603174627.68613,81932777099.81232,79.29712204314204,45.1543649855585,0.75,147276688506.47266,123202614819.77332,289.64202328564755,125.03174234343433,129.36487320910973,106060606096.01405,6666666666715.524,78.61700923242084,278752437111.40955,168627451952.88593,5442060606405.706,4857142857433.856,38.182476313450294,3785185186009.2,289714286221.02936,"['Carbon', 'Graphite', 'Other Engineering Material', 'Additive/Filler for Polymer']"
KaMin Lithosperse® 7005CS Kaolin Clay - Surface Treated,Ceramic;Clay;Kaolin Clay,27.655868390134536,112.51434787148595,494.27534760330576,35065056.7012518,39215961057.67304,881117.6020377075,354255673617.0921,496015447049.76044,41711583004.554016,215.6552323529412,238267.1215808333,4142068965721.752,51292695895.942406,61447851001.61617,925967037436.7565,469483569198.20355,10219780615.27024,46428571558.76523,3550295858050.897,176.01213041052628,630000500527.3795,4685496641305.328,4436496350626.097,6828220859572.754,4114.174961828571,5627142857350.18,5238959642298.536,"['Ceramic', 'Clay', 'Kaolin Clay']"
AISI 1080 Steel,Metal;Ferrous Metal;Carbon Steel;AISI 1000 Series Steel;High Carbon Steel,25.91293125,27.84980086666667,45.92371473684211,62.45598733333335,541.426177,17.087954375000002,4.922917142857143,274.46082631578946,19.674742857142856,61.050833333333344,56.00563076923077,67.51114539285716,248.59384574428572,358.05769642857143,58.74053333333333,69.16510523529412,69.74524691428572,93.78469899333332,83.24011843832001,11.201272727272727,270.5067954453333,354.4772722187404,192.0841875,362.26076923076926,540.065304957238,769.6447716374701,1338.3185207743406,"['Metal', 'Ferrous Metal', 'Carbon Steel', 'AISI 1000 Series Steel', 'High Carbon Steel']"
Mo-Sci Corporation GL 1745 Viscous Glass Seal,Ceramic;Glass,3.2,137.56643722030984,804.2291818725532,43831360.33297383,49019951488.29984,1101375.3202811016,442819591987.16125,1362004861760.698,52139478858.72964,295.7408453173375,178723.99487959934,5177586207293.966,64232149057.4326,69128832459.13899,1157458796764.8506,528169015325.222,7.0,58035714461.13636,4437869822580.105,227.04315435575046,787500625599.438,5856870801644.524,5545620438416.331,5121165644727.556,10325.090350723212,7033928571738.007,6549216794243.015,"['Ceramic', 'Glass']"
Sharadaa Ceramics HA 88X High Alumina Brick,Ceramic;Oxide;Aluminum Oxide,61.0299829240366,156.02812344889796,646.2175166822532,84300672.62278198,70465998308.04787,1639845.5798075837,403857845379.50385,910192505337.0527,77491926811.62698,168.28130471176473,349572.93188266206,7717068965799.736,99296301185.54095,102361259923.95715,2228550810036.728,422535212906.06244,27218556983.980663,85822511012.22964,6643079363249.735,190.39371573334913,746418859024.9802,4752738972698.96,4489199053577.38,4469459988851.931,4215.807298410132,7768489011291.655,9891468113977.348,"['Ceramic', 'Oxide', 'Aluminum Oxide']"
Goodfellow Multi Wall Graphene Nanotubes,Carbon,204.28173913043477,101.72857142857143,319.4142857142857,35.288,36.08,89.5649,34.23601,15.58050625,79.81307692307692,88.02444444444444,57.80833333333334,53.91881818181818,22.00018857142857,530.25,503.85,50.93333333333334,111.925275,38.36666666666667,33.70333333333333,56.534000000000006,175.95854166666666,1074.3899999999999,146.66666666666666,116.39031818181819,40.03,1029.536,581.088888888889,['Carbon']
